playerShort,weight,yellowCards,player,skin_colour,club,birthday,defeats,yellowReds,ties,goals,position,games,leagueCountry,redCards,victories,height,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
simao,64.0,56, Simão,0.25,Espanyol Barcelona,31.10.1979,146,3,108,94,Left Midfielder,479,Spain,1,225,170.0,186.59726990323946,0.03236818407551782,0.0026829731678501105,0.001027482206075478,0.1533331267271581,0.04351031632730976,0.004222122574638376,0.0016341591987348442,0.23440924151365145
simon-davies,72.0,22,Simon Davies,0.25,Fulham FC,23.10.1979,169,1,99,41,Left Midfielder,411,England,0,143,178.0,55.09713905522289,0.009483959507591557,0.00018519823340517233,0.0,0.015613491191384167,0.010966295179964319,0.00020206664528431064,0.0,0.017654123037361545
simon-jentzsch,96.0,25,Simon Jentzsch,0.25,FC Augsburg,04.05.1976,175,0,109,0,Goalkeeper,462,Germany,1,178,196.0,56.3058527375708,0.016958692059551393,0.0,0.0003255591514919932,0.027150598913528234,0.017919549627946754,0.0,0.00032491962514535883,0.028091435564294064
simon-kjaer,82.0,44,Simon Kjær,0.0,VfL Wolfsburg,26.03.1989,74,1,63,10,Center Back,244,Germany,1,107,190.0,108.4029917927937,0.05746030864092995,0.001771441385694289,0.00039365364126539755,0.12841361343449362,0.0698481611114297,0.002430345428578344,0.0005400767619062986,0.16719320528853507
simon-pouplin,78.0,11,Simon Pouplin,0.25,FC Sochaux,28.05.1985,78,0,51,0,Goalkeeper,203,France,0,74,185.0,11.0,0.018313757713962365,0.0,0.0,0.018313757713962365,0.02342874478034523,0.0,0.0,0.02342874478034523
simon-rolfes,83.0,40,Simon Rolfes,0.0,Bayer Leverkusen,21.01.1982,160,0,100,67,Defensive Midfielder,501,Germany,1,241,191.0,71.3058527375708,0.0255338532506042,0.0,0.0001128867077943397,0.029067867900842977,0.03312203763591376,0.0,0.00011266495385657312,0.03664911009003284
siqueira,76.0,32, Siqueira,0.0,Granada CF,28.04.1986,65,6,44,15,Left Midfielder,180,Spain,1,71,184.0,261.8886870689081,0.06916245609648024,0.010330152449356025,0.0014678317229649684,0.4570126719371442,0.11441670919456859,0.017377629342309808,0.002334513141049777,0.7626504485947462
sisi,68.0,31, Sisi,0.25,CA Osasuna,22.04.1986,68,1,42,12,Left Winger,179,Spain,0,69,168.0,64.0971390552229,0.06337793974671292,0.002021276470968153,0.0,0.13027640817539604,0.09453611903073393,0.0032147394073472344,0.0,0.20093479622201016
slobodan-medojevic,78.0,20,Slobodan Medojević,0.25,VfL Wolfsburg,20.11.1990,24,1,32,5,,116,Germany,0,60,183.0,53.09713905522289,0.041342196124594034,0.006692590129673416,0.0,0.2628477822860073,0.05286010135558975,0.003435489148216812,0.0,0.1665649634168308
slobodan-rajkovic,88.0,19,Slobodan Rajković,0.0,Hamburger SV,03.02.1989,43,0,33,4,Center Back,134,Germany,2,58,191.0,81.6117054751416,0.05446562714795097,0.0,0.00850325576267975,0.32066729984430353,0.08161602543405913,0.0,0.008804849312898499,0.3572593414001609
sofian-chahed,73.0,35,Sofian Chahed,0.25,Hannover 96,18.04.1983,76,2,58,9,Defensive Midfielder,237,Germany,1,103,178.0,132.50013084801657,0.060896423302497116,0.0009563300075077301,0.0019126600150154603,0.15242566331077675,0.06278670583732483,0.0009544513988644916,0.0019089027977289832,0.15413614638303533
sofiane-feghouli,71.0,31,Sofiane Féghouli,0.5,Valencia CF,26.12.1989,69,3,48,25,Right Midfielder,188,Spain,0,71,178.0,130.29141716566866,,,,,,,,
sokratis-papastathopoulos,82.0,62,Sokratis Papastathopoulos,0.25,Werder Bremen,09.06.1988,72,7,60,8,Center Back,260,Germany,1,128,185.0,324.985826124131,0.08710915460145537,0.008047036984454699,0.0004561357217381043,0.3677227743915527,0.11601000157947146,0.01079720199507093,0.0004552396915993239,0.4876181641631695
soldado,72.0,80, Soldado,0.0,Valencia CF,27.05.1985,102,0,67,149,Center Forward,317,Spain,3,148,179.0,173.91755821271238,0.07464873689783082,0.0,0.002736457712098977,0.1603158790553913,0.10934567176641144,0.0,0.004352199498671371,0.24559498835634685
sonny-kittel,65.0,6,Sonny Kittel,0.0,Eintracht Frankfurt,06.01.1993,21,0,9,12,Attacking Midfielder,53,Germany,0,23,178.0,6.0,0.03884171107416011,0.0,0.0,0.03884171107416011,0.03876541066157319,0.0,0.0,0.03876541066157319
sotirios-kyrgiakos,88.0,49,Sotirios Kyrgiakos,0.25,VfL Wolfsburg,23.07.1979,85,3,74,18,Center Back,284,Germany,3,125,193.0,242.20897537838107,0.05333091700832524,0.0016926150332929864,0.0014013100349391048,0.15322083772566775,0.06929485243754935,0.0018150485697904669,0.001441674509923973,0.17450061724707722
soufian-benyamina,78.0,8,Soufian Benyamina,0.375,VfB Stuttgart,02.03.1990,50,0,56,41,Center Forward,161,Germany,1,55,189.0,39.3058527375708,0.01860182291344221,0.0,0.0004987083891003273,0.03421431430160822,0.018565281609675896,0.0,0.0004977287294819275,0.03414710391809533
souleymane-camara,72.0,27,Souleymane Camara,0.875,Montpellier HSC,22.12.1982,103,0,93,56,Right Winger,335,France,0,139,174.0,27.0,,,,,,,,
souleymane-diawara,74.0,76,Souleymane Diawara,1.0,Olympique Marseille,24.12.1978,140,3,103,18,Center Back,428,France,3,185,185.0,269.20897537838107,0.06495502071879593,0.0034631747370161225,0.0005544121330755069,0.19693254115633785,0.07122219939736735,0.005932622944363884,0.000556759540014313,0.2850048781191104
srdjan-lakic,82.0,26,Srđan Lakić,0.0,VfL Wolfsburg,02.10.1983,73,0,51,60,Center Forward,205,Germany,1,81,186.0,57.3058527375708,0.04298652100321695,0.0,0.0005259815041292516,0.0594528205141733,0.04807990651120474,0.0,0.0005249482693754704,0.06451385972711587
steed-malbranque,72.0,48,Steed Malbranque,0.25,Olympique Lyon,06.01.1980,196,0,148,70,Attacking Midfielder,578,France,0,234,173.0,48.0,0.01913462473007371,0.0,0.0,0.01913462473007371,0.021577347512166372,0.0,0.0,0.021577347512166372
steeve-elana,80.0,2,Steeve Elana,0.75,Lille OSC,11.07.1980,58,0,49,0,,172,France,0,65,185.0,2.0,0.001792949442023341,0.0,0.0,0.001792949442023341,0.001800540873938416,0.0,0.0,0.001800540873938416
stefan-aigner,72.0,37,Stefan Aigner,0.0,Eintracht Frankfurt,20.08.1987,85,1,56,48,Right Midfielder,226,Germany,1,85,185.0,101.4029917927937,0.05547115953223477,0.0022745146124508175,0.0011372573062254088,0.16635389569707498,0.05857640536944436,0.002270046570272304,0.001135023285136152,0.16924132418576476
stefan-babovic,72.0,24,Stefan Babović,0.0,Real Zaragoza,07.01.1987,42,3,20,19,Attacking Midfielder,144,Spain,1,82,180.0,154.59726990323946,0.06340278564431265,0.011117297840829512,0.004010454540312249,0.5569042374503138,0.08879909707935424,0.015959833849675396,0.005064531939225614,0.7755734283744352
stefan-bell,86.0,19,Stefan Bell,0.0,1. FSV Mainz 05,24.08.1991,45,1,34,12,Center Back,144,Germany,0,65,192.0,52.09713905522289,0.03944245770226182,0.0019126600150154603,0.0,0.10274603218459323,0.03938855125755276,0.0019089027977289832,0.0,0.10256777259689288
stefan-kiessling,80.0,42,Stefan Kießling,0.0,Bayer Leverkusen,25.01.1984,144,0,82,149,Center Forward,412,Germany,2,186,191.0,104.6117054751416,0.027951628087123124,0.0,0.0003651441846847697,0.039382778160844886,0.03549228418168498,0.0,0.00036442689774826044,0.046900978976201796
stefan-reinartz,83.0,51,Stefan Reinartz,0.0,Bayer Leverkusen,01.01.1989,62,0,54,12,Center Back,237,Germany,0,121,189.0,51.0,0.05356759119029384,0.0,0.0,0.05356759119029384,0.062195278662702,0.0,0.0,0.062195278662702
stefan-reisinger,82.0,31,Stefan Reisinger,0.125,Fortuna Düsseldorf,14.09.1981,142,0,76,83,Center Forward,335,Germany,0,117,185.0,31.0,0.02224174033832473,0.0,0.0,0.02224174033832473,0.02219804880369524,0.0,0.0,0.02219804880369524
stefan-thesker,82.0,10,Stefan Thesker,0.25,1899 Hoffenheim,11.04.1991,13,0,14,2,Center Back,52,Germany,0,25,190.0,10.0,0.06708532501174323,0.0,0.0,0.06708532501174323,0.07075940109192619,0.0,0.0,0.07075940109192619
stefano-celozzi,65.0,10,Stefano Celozzi,0.0,Eintracht Frankfurt,02.11.1988,69,0,52,3,Right Fullback,199,Germany,1,78,171.0,41.3058527375708,0.01772762683577208,0.0,0.00424272316528213,0.1505496934543747,0.018087577157168525,0.0,0.004629163146513299,0.16300747692010373
stelios-malezas,80.0,28,Stelios Malezas,0.25,Fortuna Düsseldorf,11.03.1985,45,0,41,4,Center Back,171,Germany,0,85,192.0,28.0,0.06847970545335672,0.0,0.0,0.06847970545335672,0.08460451767119499,0.0,0.0,0.08460451767119499
stephan-andersen,82.0,5,Stephan Andersen,0.0,Évian Thonon Gaillard,26.11.1981,95,0,55,0,Goalkeeper,252,France,0,102,188.0,5.0,0.00805426908155459,0.0,0.0,0.00805426908155459,0.009105237644779815,0.0,0.0,0.009105237644779815
stephan-fuerstner,71.0,36,Stephan Fürstner,0.0,SpVgg Greuther Fürth,11.09.1987,77,1,72,14,Defensive Midfielder,241,Germany,1,92,178.0,100.4029917927937,0.04333329612904249,0.0006773202467660382,0.0005926552159202835,0.08430423543492958,0.04370685008721378,0.0006759897231394386,0.0005914910077470089,0.0845973063379866
stephan-hain,75.0,7,Stephan Hain,0.125,FC Augsburg,27.09.1988,35,0,31,17,Center Forward,102,Germany,0,36,180.0,7.0,0.025175183103622295,0.0,0.0,0.025175183103622295,0.025125729132501145,0.0,0.0,0.025125729132501145
stephan-schroeck,68.0,49,Stephan Schröck,0.25,1899 Hoffenheim,21.08.1986,76,4,50,9,Right Midfielder,229,Germany,0,103,170.0,181.38855622089156,0.0877094009063494,0.003353383995674615,0.0,0.19869681731675118,0.09614385678973175,0.0033467966292750296,0.0,0.2069132502183986
stephane-mbia,82.0,77,Stéphane Mbia,0.875,Queens Park Rangers,20.05.1986,85,2,85,20,Defensive Midfielder,303,England,6,133,189.0,331.02939453587055,,,,,,,,
stephane-sessegnon,72.0,38,Stéphane Sessegnon,0.75,Sunderland AFC,01.06.1984,113,0,89,42,Right Midfielder,304,England,5,102,172.0,194.52926368785398,,,,,,,,
stephen-ireland,68.0,19,Stephen Ireland,0.25,Aston Villa,22.08.1986,112,0,62,31,Attacking Midfielder,270,England,1,96,175.0,50.3058527375708,0.021366482499858005,0.0,0.00032571254608845866,0.03156319150248253,0.030757928279842268,0.0,0.00035537942400949555,0.041883384193846254
stephen-kelly,77.0,22,Stephen Kelly,0.25,Fulham FC,06.09.1983,109,0,70,2,Right Fullback,290,England,1,111,181.0,53.3058527375708,0.03813312579375506,0.0,0.0031817522114227104,0.13774059197199467,0.04435195593169647,0.0,0.004989345940201149,0.20054768519243032
stephen-warnock,77.0,71,Stephen Warnock,0.0,Bolton Wanderers,12.12.1981,134,1,107,16,Left Fullback,400,England,1,159,183.0,135.4029917927937,0.06947213958267638,0.0006222660642413792,0.0004444757601724136,0.10398205873359694,0.07992562130596025,0.0006789439281552839,0.0004849599486823456,0.11757880764388427
steve-harper,82.0,1,Steve Harper,0.125,Newcastle United,14.03.1975,65,0,58,0,,220,England,0,97,188.0,1.0,0.0006892187420395021,0.0,0.0,0.0006892187420395021,0.0007519948571340169,0.0,0.0,0.0007519948571340169
steve-mandanda,82.0,10,Stéve Mandanda,0.875,Olympique Marseille,28.03.1985,97,1,86,0,Goalkeeper,350,France,1,167,185.0,74.40299179279369,0.008406762404638848,0.0014696410375842999,0.0002324193721141368,0.0643237628235923,0.010260018465230048,0.002927280536557966,0.00023340344662164654,0.11445152336571529
steven-caulker,76.0,12,Steven Caulker,0.625,Tottenham Hotspur,29.12.1991,80,0,43,12,Center Back,186,England,0,63,191.0,12.0,0.02689944964807861,0.0,0.0,0.02689944964807861,0.03876767635756268,0.0,0.0,0.03876767635756268
steven-cherundolo,69.0,73,Steven Cherundolo,0.125,Hannover 96,19.02.1979,173,5,113,9,Right Fullback,492,Germany,1,206,172.0,269.79154801368526,,,,,,,,
steven-davis_2,60.0,21,Steven Davis,0.0,Southampton FC,01.01.1985,139,0,115,39,Defensive Midfielder,443,England,0,189,170.0,21.0,0.016844622681601785,0.0,0.0,0.016844622681601785,0.021199393234420067,0.0,0.0,0.021199393234420067
steven-gerrard,83.0,76,Steven Gerrard,0.0,Liverpool FC,30.05.1980,171,4,176,194,Center Midfielder,765,England,3,418,188.0,302.30611443360397,0.025111111029779896,0.0025931675483489135,0.0004107432248021858,0.1237962048795875,0.033554134291515915,0.0014352511319172163,0.00044815495257698895,0.09508671353273429
steven-naismith,72.0,43,Steven Naismith,0.0,Everton FC,14.09.1986,91,0,68,76,Center Forward,324,England,0,165,175.0,43.0,0.04856401707705575,0.0,0.0,0.04856401707705575,0.06596163114560136,0.0,0.0,0.06596163114560136
steven-pienaar,66.0,64,Steven Pienaar,0.5,Everton FC,17.03.1982,110,3,111,45,Attacking Midfielder,424,England,1,203,176.0,194.59726990323946,,,,,,,,
steven-reid,75.0,50,Steven Reid,0.5,West Bromwich Albion,10.03.1981,98,0,71,19,Right Fullback,266,England,1,97,180.0,81.3058527375708,0.05989817225950669,0.0,0.0008950402293882851,0.08791816987493797,0.06869358115119642,0.0,0.0009765631843329425,0.09926572438885674
steven-sidwell,70.0,67,Steven Sidwell,0.25,Fulham FC,14.12.1982,122,2,90,57,Center Midfielder,399,England,2,187,178.0,195.8059835855874,0.06321203021200326,0.005849151176166324,0.0005782905621524254,0.2749060792228714,0.08551060592761357,0.014489063061125332,0.00063096300512797,0.5848099757629633
steven-taylor,81.0,36,Steven Taylor,0.125,Newcastle United,23.01.1986,87,3,73,14,,260,England,2,100,188.0,197.90312264081027,0.04517507390500105,0.003753025472565281,0.004436526569128351,0.3082787272877402,0.060484619929997915,0.005542060652242151,0.004840618747033042,0.39545066964307657
steven-whittaker,87.0,47,Steven Whittaker,0.125,Norwich City,16.06.1984,117,2,79,28,Right Fullback,387,England,1,191,186.0,144.50013084801657,0.034581122458745894,0.0012198068544071853,0.003865763796588398,0.1959742716738035,0.04824076622521782,0.001332322699967106,0.011774051191526894,0.4609335486190201
stewart-downing,70.0,12,Stewart Downing,0.125,Liverpool FC,22.07.1984,172,0,121,44,Left Midfielder,481,England,0,188,182.0,12.0,0.006577399732101241,0.0,0.0,0.006577399732101241,0.008294707344183458,0.0,0.0,0.008294707344183458
stilian-petrov,77.0,74,Stilian Petrov,0.25,Aston Villa,05.07.1979,119,1,112,52,Center Midfielder,465,England,0,234,180.0,107.0971390552229,0.05631455060121962,0.0027365729665362825,0.0,0.14688728660943484,0.0791162006611952,0.005450798240487248,0.0,0.259522027988566
stuart-taylor,86.0,1,Stuart Taylor,0.125,Reading FC,28.11.1980,22,0,18,0,Goalkeeper,69,England,0,29,195.0,1.0,0.002532478168424217,0.0,0.0,0.002532478168424217,0.002763143893655225,0.0,0.0,0.002763143893655225
susaeta_3,68.0,40, Susaeta,0.0,Athletic Bilbao,14.12.1987,107,2,70,42,Right Winger,293,Spain,0,116,179.0,106.19427811044578,0.05210731735890796,0.0010741859427152722,0.0,0.087659798876121,0.06808817265340382,0.0017084391623137006,0.0,0.1246326211758889
sven-bender,72.0,34,Sven Bender,0.0,Borussia Dortmund,27.04.1989,64,0,63,8,Defensive Midfielder,258,Germany,0,131,185.0,34.0,0.0605822436795776,0.0,0.0,0.0605822436795776,0.0745451259358892,0.0,0.0,0.0745451259358892
sven-neuhaus,90.0,2,Sven Neuhaus,0.25,Hamburger SV,04.04.1978,67,0,54,0,,199,Germany,0,78,192.0,2.0,0.0013358260422330198,0.0,0.0,0.0013358260422330198,0.0013332019539694486,0.0,0.0,0.0013332019539694486
sven-schipplock,79.0,33,Sven Schipplock,0.25,1899 Hoffenheim,08.11.1988,79,1,50,68,Center Forward,198,Germany,1,69,185.0,97.4029917927937,0.057499076574035544,0.004611344693735904,0.0006587635276765576,0.23074454712050194,0.05738612575017536,0.004602286197264398,0.0006574694567520568,0.23029127398549862
sven-ulreich,80.0,18,Sven Ulreich,0.25,VfB Stuttgart,03.08.1988,97,0,59,0,Goalkeeper,265,Germany,0,109,189.0,18.0,0.019836885650833646,0.0,0.0,0.019836885650833646,0.022121268865887774,0.0,0.0,0.022121268865887774
sylvain-armand,82.0,64,Sylvain Armand,0.0,Paris Saint-Germain,01.08.1980,155,3,133,20,Left Fullback,494,France,5,206,182.0,319.8206808535226,0.047117557778832225,0.0018715875754454173,0.0013454632715677016,0.15118262706088534,0.06540366893098883,0.001879511964900627,0.0013511600260778642,0.16990935459054604
sylvain-distin,85.0,51,Sylvain Distin,0.875,Everton FC,16.12.1977,197,1,145,11,Center Back,562,England,1,220,191.0,115.4029917927937,0.02258178394964802,0.00024600126786650906,0.001647773652847584,0.08230868144088255,0.029866539108744778,0.00026840780292283436,0.002589798446120934,0.11982591825984028
sylvain-marchal,80.0,68,Sylvain Marchal,0.25,SC Bastia,10.02.1980,104,1,87,7,Center Back,286,France,0,95,184.0,101.0971390552229,0.07285134137736933,0.0009960830233463004,0.0,0.10581883971160867,0.07315979736894715,0.0010003004855213423,0.0,0.10626688163525398
sylvain-marveaux,64.0,10,Sylvain Marveaux,0.5,Newcastle United,15.04.1986,62,0,48,20,Left Midfielder,170,England,0,60,172.0,10.0,0.015303218158444884,0.0,0.0,0.015303218158444884,0.01689686900758676,0.0,0.0,0.01689686900758676
sylvio-rodelin,70.0,0,Sylvio Rodelin,0.5,Lille OSC,18.11.1989,27,0,28,11,,98,France,0,43,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
szabolcs-huszti,72.0,50,Szabolcs Huszti,0.0,Hannover 96,18.04.1983,103,2,67,61,Right Midfielder,297,Germany,2,127,173.0,178.80598358558737,0.06258290444870622,0.001612135476952056,0.004159695504605752,0.24616279140556938,0.06885375907231543,0.0029792808292343504,0.004406966457829197,0.30542327391025925
takashi-inui,59.0,17,Takashi Inui,0.375,Eintracht Frankfurt,02.06.1988,56,2,33,28,Attacking Midfielder,153,Germany,0,64,169.0,83.19427811044578,,,,,,,,
takashi-usami,69.0,5,Takashi Usami,0.5,1899 Hoffenheim,06.05.1992,42,0,20,24,Attacking Midfielder,107,Germany,0,45,178.0,5.0,,,,,,,,
tamas-hajnal,67.0,40,Tamás Hajnal,0.25,VfB Stuttgart,15.03.1981,130,1,89,59,Attacking Midfielder,348,Germany,0,129,170.0,73.0971390552229,0.03378437001779009,0.00033395651055825496,0.0,0.044837375086133675,0.04229949169746345,0.00033330048849236214,0.0,0.05333078431226887
teemu-pukki,78.0,7,Teemu Pukki,0.0,FC Schalke 04,29.03.1990,57,0,28,44,Center Forward,162,Germany,0,77,180.0,7.0,0.017245850771410356,0.0,0.0,0.017245850771410356,0.0227186067177499,0.0,0.0,0.0227186067177499
thanos-petsos,80.0,26,Thanos Petsos,0.0,SpVgg Greuther Fürth,05.06.1991,50,0,37,18,Defensive Midfielder,154,Germany,1,67,184.0,57.3058527375708,0.046679942442348764,0.0,0.0009563300075077301,0.07661866882590575,0.0486941082225341,0.0,0.0009544513988644916,0.07857402316055433
theo-walcott,68.0,13,Theo Walcott,0.5,Arsenal FC,16.03.1989,76,0,75,82,Center Forward,355,England,0,204,170.0,13.0,0.02027900042572306,0.0,0.0,0.02027900042572306,0.02578911838635968,0.0,0.0,0.02578911838635968
theodor-gebre-selassie,71.0,15,Theodor Gebre Selassie,0.625,Werder Bremen,24.12.1986,65,0,48,11,Right Fullback,194,Germany,0,81,181.0,15.0,0.026147019025270727,0.0,0.0,0.026147019025270727,0.047993007163233334,0.0,0.0,0.047993007163233334
thiago-motta,75.0,92, Thiago Motta,0.25,Paris Saint-Germain,28.08.1982,62,3,77,37,Center Midfielder,349,France,9,210,186.0,473.0440918038058,0.08718614177598243,0.0036532700660461435,0.0067988742217567465,0.42094348432577794,0.11617669018653806,0.00581034381772389,0.008959031180805745,0.5889525582980102
thiago-silva,79.0,28, Thiago Silva,0.25,Paris Saint-Germain,22.09.1984,55,0,78,21,Center Back,307,France,2,174,183.0,90.6117054751416,,,,,,,,
thiago_17,71.0,16, Thiago,0.5,FC Barcelona,11.04.1991,18,1,21,20,Attacking Midfielder,164,Spain,0,125,172.0,49.09713905522289,0.03894774456914189,0.0010134071073621153,0.0,0.072488620521057,0.05488989672347491,0.0016117734562864216,0.0,0.1082349869317038
thibaut-courtois,88.0,6,Thibaut Courtois,0.25,Atlético Madrid,11.05.1992,33,0,47,0,Goalkeeper,210,Spain,1,130,199.0,37.3058527375708,0.004514980410701897,0.0,0.0005284194202673886,0.021057600965265304,0.0071564227699169175,0.0,0.0008404247307779198,0.03346663562866306
thierry-doubai,75.0,12,Thierry Doubaï,0.875,FC Sochaux,01.07.1988,42,1,25,5,Defensive Midfielder,134,France,0,67,180.0,45.09713905522289,0.0277246049814422,0.000986586249510254,0.0,0.0603777872714539,0.04620168811580645,0.0010776942355889712,0.0,0.0818702840901068
thomas-kahlenberg,72.0,23,Thomas Kahlenberg,0.0,VfL Wolfsburg,20.03.1983,98,0,60,32,Attacking Midfielder,275,Germany,2,117,183.0,85.6117054751416,0.02552809528920975,0.0,0.0036469429176636758,0.13969875321191558,0.035572217885543204,0.0,0.004855711989370617,0.18758442236083664
thomas-kleine,82.0,42,Thomas Kleine,0.0,SpVgg Greuther Fürth,28.12.1977,127,1,76,25,Center Back,354,Germany,2,151,191.0,137.7088445303645,0.04750922105127152,0.00035434543436075895,0.0021260726061645536,0.1257955570838638,0.05854466330597636,0.00035364936042136955,0.002121896162528217,0.13667721415315798
thomas-mueller,74.0,17,Thomas Müller,0.125,Bayern München,13.09.1989,53,1,59,142,Attacking Midfielder,355,Germany,0,243,186.0,50.09713905522289,0.017297957985463495,0.0015768802083892268,0.0,0.06948818151595058,0.03138285237061978,0.003207519683920296,0.0,0.1375425773716944
thomas-pledl,65.0,10,Thomas Pledl,0.0,SpVgg Greuther Fürth,23.05.1994,29,0,19,11,,84,Germany,0,36,174.0,10.0,0.03740312918252456,0.0,0.0,0.03740312918252456,0.037329654711144564,0.0,0.0,0.037329654711144564
thomas-soerensen,89.0,10,Thomas Sørensen,0.25,Stoke City,12.06.1976,180,0,135,0,Goalkeeper,511,England,0,196,195.0,10.0,0.009795518994349111,0.0,0.0,0.009795518994349111,0.017032621260125953,0.0,0.0,0.017032621260125953
thomas-vermaelen,73.0,54,Thomas Vermaelen,0.0,Arsenal FC,14.11.1985,97,1,57,27,Center Back,347,England,3,193,180.0,181.01469726793528,0.060380694776124524,0.00034702064852259383,0.0021555208248050864,0.13934650294942563,0.08190307546235355,0.00043822891902837167,0.003369674761895852,0.2018977408028761
thorben-marx,83.0,56,Thorben Marx,0.25,Bor. Mönchengladbach,01.06.1981,106,0,75,17,Defensive Midfielder,317,Germany,0,136,184.0,56.0,0.04941192569025598,0.0,0.0,0.04941192569025598,0.052641900677532154,0.0,0.0,0.052641900677532154
tiago_3,71.0,92, Tiago,0.0,Atlético Madrid,02.05.1981,75,0,85,36,Attacking Midfielder,390,Spain,2,230,183.0,154.6117054751416,0.06529105320790285,0.0,0.003069852219824845,0.16139539472784428,0.09036502718480607,0.0,0.004571146011652069,0.23346865106751977
tim-hoogland,75.0,12,Tim Hoogland,0.0,VfB Stuttgart,11.06.1985,38,0,34,19,Right Fullback,154,Germany,1,82,183.0,43.3058527375708,0.011778704716251153,0.0,0.0014764393098364956,0.05799989632595315,0.011755566702895523,0.0,0.0014735390017557063,0.05788596169492674
tim-howard,88.0,18,Tim Howard,0.25,Everton FC,06.03.1979,135,0,130,1,Goalkeeper,516,England,1,251,195.0,49.3058527375708,,,,,,,,
tim-krul,74.0,12,Tim Krul,0.25,Newcastle United,03.04.1988,68,0,35,0,Goalkeeper,180,England,1,77,188.0,43.3058527375708,0.03920403579810121,0.0,0.001814942687370689,0.096022364296059,0.04513661897909507,0.0,0.0019802531237862447,0.10713013165546183
tim-wiese,100.0,27,Tim Wiese,0.25,1899 Hoffenheim,17.12.1981,140,1,84,0,Goalkeeper,387,Germany,3,163,193.0,154.01469726793528,0.029330148240905265,0.00021373216675728315,0.0037972815033258034,0.1552812070308642,0.03427634120658575,0.00021331231263511176,0.007150652730709095,0.26519364984514865
timm-klose,87.0,19,Timm Klose,0.0,1. FC Nürnberg,09.05.1988,41,1,41,10,,146,Germany,0,64,193.0,52.09713905522289,0.042670858252213194,0.0016747669783219949,0.0,0.09810085381883174,0.048206254461920325,0.001671477076618413,0.0,0.10352736369437739
timmy-simons,79.0,46,Timmy Simons,0.0,1. FC Nürnberg,11.12.1976,148,0,125,68,Defensive Midfielder,595,Germany,1,322,186.0,77.3058527375708,0.03216228230977805,0.0,0.0010246320680852795,0.06423926294344842,0.056489030477113227,0.0,0.001606738523115624,0.10678935006955298
timo-gebhart,83.0,45,Timo Gebhart,0.25,1. FC Nürnberg,12.04.1989,57,2,38,21,Attacking Midfielder,177,Germany,0,82,182.0,111.19427811044578,0.10800615762097868,0.0060634161354482605,0.0,0.30868788460559177,0.1386913343995644,0.0167810172375932,0.0,0.694094995400279
timo-hildebrand,80.0,14,Timo Hildebrand,0.0,FC Schalke 04,05.04.1979,139,0,99,0,Goalkeeper,438,Germany,0,200,186.0,14.0,0.007524049463105345,0.0,0.0,0.007524049463105345,0.008317402630073207,0.0,0.0,0.008317402630073207
timor_2,77.0,28, Timor,0.0,CA Osasuna,17.01.1989,31,1,30,9,Center Midfielder,80,Spain,0,19,185.0,61.09713905522289,0.14925530993517466,0.004867020976147001,0.0,0.31033977996739853,0.2373831257109563,0.007740754099270314,0.0,0.4935799405267925
timothee-kolodziejczak,69.0,17,Timothée Kolodziejczak,0.375,OGC Nice,01.10.1991,34,0,18,2,Left Fullback,101,France,0,49,181.0,17.0,0.05891161201806416,0.0,0.0,0.05891161201806416,0.07541514613339736,0.0,0.0,0.07541514613339736
timothy-chandler,81.0,28,Timothy Chandler,0.5,1. FC Nürnberg,29.03.1990,75,1,52,16,Right Midfielder,191,Germany,1,64,186.0,92.40299179279369,0.04143180500545955,0.0005724968752427227,0.0005724968752427227,0.07830231656311666,0.04442028821758439,0.0005713722659869064,0.0005713722659869064,0.08121837157456906
tino-costa,75.0,64,Tino Costa,0.25,Valencia CF,09.01.1985,54,1,48,33,Attacking Midfielder,207,Spain,2,105,176.0,159.7088445303645,0.10211815962962477,0.0013605036416437276,0.0014033903302494333,0.19108126885436397,0.17236081312918602,0.001366264077785248,0.002232022320223202,0.2874556073616788
tito_10,62.0,38, Tito,0.0,Rayo Vallecano,11.07.1985,57,1,23,4,,125,Spain,0,45,174.0,71.0971390552229,0.11046482166542075,0.010568388405347772,0.0,0.4602482423068213,0.1756887889578604,0.016808494615558396,0.0,0.7320018725579619
titus-bramble,87.0,71,Titus Bramble,0.875,Sunderland AFC,21.07.1981,134,1,85,15,Center Back,365,England,1,146,187.0,135.4029917927937,0.06167730905602046,0.0002022846338865164,0.0002745291459888437,0.07696672072899517,0.07796924756080245,0.0002207093264901077,0.00029953408595086053,0.09465126481509066
tobias-levels,81.0,53,Tobias Levels,0.25,Fortuna Düsseldorf,22.11.1986,87,1,57,2,Right Fullback,218,Germany,1,74,186.0,117.4029917927937,0.08721589546857678,0.0030056085950242945,0.006011217190048589,0.37487922120888434,0.08704456911285355,0.002999704396431259,0.005999408792862518,0.37414281082794354
tobias-mikkelsen,72.0,19,Tobias Mikkelsen,0.125,SpVgg Greuther Fürth,18.09.1986,55,0,37,20,Right Winger,167,Germany,0,75,179.0,19.0,0.037111222175731144,0.0,0.0,0.037111222175731144,0.05705536768716414,0.0,0.0,0.05705536768716414
